UnitID,Institution Name,Institution (entity) name (HD2020),Institution name alias (HD2020),Street address or post office box (HD2020),City location of institution (HD2020),State abbreviation (HD2020),ZIP code (HD2020),Name of chief administrator (HD2020),Title of chief administrator (HD2020),General information telephone number (HD2020),Institution's internet website address (HD2020),Financial aid office web address (HD2020),Admissions office web address (HD2020),Online application web address (HD2020),Net price calculator web address (HD2020),Veterans and Military Servicemembers tuition policies web address (HD2020),Student-Right-to-Know student athlete graduation rate web address (HD2020),Disability Services Web Address (HD2020),Employer Identification Number (HD2020),Dun and Bradstreet numbers (HD2020),OPE Title IV eligibility indicator code (HD2020),Office of Postsecondary Education (OPE) ID Number (HD2020),Multi-institution or multi-campus organization (HD2020),Identification number of multi-institution or multi-campus organization (HD2020),Name of multi-institution or multi-campus organization (HD2020),Fips County code (HD2020),County name (HD2020),State and 116TH Congressional District ID (HD2020),Core Based Statistical Area (CBSA) (HD2020),CBSA Type Metropolitan or Micropolitan (HD2020),Combined Statistical Area (CSA) (HD2020),New England City and Town Area (NECTA) (HD2020),Longitude location of institution (HD2020),Latitude location of institution (HD2020),Institution open to the general public (HD2020),Status of institution (HD2020),UNITID for merged schools (HD2020),Year institution was deleted from IPEDS (HD2020),Date institution closed (HD2020),Institution is active in current year (HD2020),Primarily postsecondary indicator (HD2020),Postsecondary institution indicator (HD2020),Calendar system (IC2020),Years of college-level work required (IC2020),Natural Disaster identification (FLAGS2020)
213783,Mansfield University of Pennsylvania,Mansfield University of Pennsylvania,Mansfield University,5 Swan Street,Mansfield,PA,16933,Dr. Charles E. Patterson,President,5706624000,www.mansfield.edu/,https://esd.mansfield.edu/financial-services/index.cfm,https://admissions.mansfield.edu/,https://www.mansfield.edu/apply/,www.passhe.edu/answers/Calculator/MA/npcalc-213783.htm,https://esd.mansfield.edu/veteran-educational-benefits/index.cfm,https://www.mansfield.edu/HEA/,https://www.mansfield.edu/ssd/,251690694,75989673,1,332400,1,142050,Pennsylvania State System of Higher Education                                   ,42117,Tioga County,4212,-2,-2,-2,-2,-77.073901,41.807467,1,A,-2,-2,-2,1,1,1,1,-2,0
490674,Manuel and Theresa's School of Hair Design,Manuel and Theresa's School of Hair Design, ,1315 Highway 105 #102,Brenham,TX,77833-3033,manuel rodriguez,manuel rodriguez,9792770078,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/net-price-calculator/, , ,www.manuelandtheresasschoolofhair.com/,742852467,129163544,1,4125502,1,303010,Manuel and Theresa's School of Hair Design                                      ,48477,Washington County,4810,14780,2,288,-2,-96.387591,30.176143,1,A,-2,-2,-2,1,1,1,7,-2,0
451547,Manuel and Theresa's School of Hair Design-Bryan,Manuel and Theresa's School of Hair Design-Bryan, ,715 s texas ave,Bryan,TX,77803,manuel rodriguez,Manuel Rodriguez,9798212050,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/net-price-calculator/, , ,www.manuelandtheresasschoolofhair.com/,742852467,129163544,1,4125500,1,303010,Manuel and Theresa's School of Hair Design                                      ,48041,Brazos County,4817,17780,1,-2,-2,-96.370573,30.667077,1,A,-2,-2,-2,1,1,1,7,-2,0
470296,Manuel and Theresa's School of Hair Design-Victoria,Manuel and Theresa's School of Hair Design-Victoria, ,1405 East North,Victoria,TX,77902-7076,Manuel Rodriguez,CEO,9798212050,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/net-price-calculator/, , ,www.manuelandtheresasschoolofhair.com/,742852467,129163544,1,4125501,1,303010,Manuel and Theresa's School of Hair Design                                      ,48469,Victoria County,4827,47020,1,544,-2,-96.991589,28.799901,1,A,-2,-2,-2,1,1,1,7,-2,0
446394,Maple Springs Baptist Bible College and Seminary,Maple Springs Baptist Bible College and Seminary, ,4130 Belt Rd,Capitol Heights,MD,20743,Carl E. Keels,President and CEO,3017363631,www.msbbcs.edu/,www.msbbcs.edu/,www.msbbcs.edu/,www.msbbcs.edu/,www.msbbcs.edu/, , ,www.msbbcs.edu/,521501741, ,1,3822400,2,-2,-2,24033,Prince George's County,2404,47900,1,548,-2,-76.942465,38.86348,1,A,-2,-2,-2,1,1,1,1,4,0
239071,Maranatha Baptist University,Maranatha Baptist University,MBBC  Maranatha College  Maranatha  Maranatha Baptist College  Maranatha Bible College  Maranatha Baptist Bible College  Marantha  Maranatha University  Maranatha Baptist University  MBU  Maranatha Bible University,745 West Main Street,Watertown,WI,53094,Marty Marriott,President,9202619300,www.mbu.edu/,https://www.mbu.edu/finances/financial-aid/,www.mbu.edu/mbu-admissions/faq/,www.mbu.edu/apply/,https://mbu.edu/net-price-calculator/, , ,https://www.mbu.edu/academics/academics-core/success/,391097032,78943008,1,2317200,2,-2,-2,55055,Jefferson County,5505,48020,2,376,-2,-88.737016,43.195013,1,A,-2,-2,-2,1,1,1,1,-2,0
192785,Maria College of Albany,Maria College of Albany, ,700 New Scotland Ave,Albany,NY,12208,Dr. Thomas J. Gamble,President,5184383111,www.mariacollege.edu/,mariacollege.edu/admissions/financial-aid/,www.mariacollege.edu/Admissions/,https://selfserve.mariacollege.edu/SelfService/Admissions/Application.aspx?applicationformid=1,https://mariacollege.edu/netPriceCalculator/npcalc.htm, , ,https://mariacollege.edu/student-support/academic-support/accessibility-services,141463151,60532793,1,276300,2,-2,-2,36001,Albany County,3620,10580,1,104,-2,-73.806287,42.657789,1,A,-2,-2,-2,1,1,1,1,2,0
411684,Marian Health Careers Center-Los Angeles Campus,Marian Health Careers Center-Los Angeles Campus,Marian College,3325 Wilshire Blvd Ste 1010,Los Angeles,CA,90010,Alvin M. Mutia,President  CEO,2133883566,www.mariancollege.edu/,www.mariancollege.edu/,www.mariancollege.edu/, ,www.mariancollege.edu/, ,www.mariancollege.edu/,www.mariancollege.edu/,954775118,932609894,1,3440400,2,-2,-2,6037,Los Angeles County,634,31080,1,348,-2,-118.295073,34.062096,1,A,-2,-2,-2,1,1,1,7,-2,0
475282,Marian Health Careers Center-Van Nuys Campus,Marian Health Careers Center-Van Nuys Campus,Marian College Van Nuys,5900 Sepulveda Blvd Ste 101,Van Nuys,CA,91411,Alvin M. Mutia,President  CEO,8187826163,www.mariancollege.edu/,www.mariancollege.edu/,www.mariancollege.edu/, ,www.mariancollege.edu/, ,https://www.mariancollege.edu/,www.mariancollege.edu/,954775118,932609894,1,3440402,1,303040,Marian Health Careers Center                                                    ,6037,Los Angeles County,629,31080,1,348,-2,-118.465561,34.177483,1,A,-2,-2,-2,1,1,1,7,-2,0
151786,Marian University,Marian University,Marian,3200 Cold Spring Rd,Indianapolis,IN,46222-1997,Daniel Elsener,President,3179556000,www.marian.edu/,www.marian.edu/Admissions/Financial-Aid,www.marian.edu/Admissions,www.marian.edu/apply-now,www.marian.edu/admissions/tuition-and-fees/net-price-calculator, ,www.marian.edu/current-students/registrar/graduation-rates,www.marian.edu/campus-life/academic-support-services/services-for-students-with-disabilities,350868175,72054927,1,182100,2,-2,-2,18097,Marion County,1807,26900,1,294,-2,-86.202643,39.813233,1,A,-2,-2,-2,1,1,1,1,-2,0
239080,Marian University,Marian University,Marian University of Fond du Lac,45 S National Ave,Fond Du Lac,WI,54935-4699,Dr. Michelle Majewski,Interim President,9209237600,https://www.marianuniversity.edu/,https://www.marianuniversity.edu/admission-financial-aid/financial-aid/,https://www.marianuniversity.edu/admission-financial-aid/,https://www.marianuniversity.edu/admission-financial-aid/freshman-students/applying/,https://www.marianuniversity.edu/admission-financial-aid/financial-aid/net-price-calculator/,https://www.marianuniversity.edu/student-life/academic-services/veteran-services/,https://www.marianuniversity.edu/about/student-consumer-information/,https://www.marianuniversity.edu/student-life/academic-services/disability-services/,391024723,130193097,1,386100,2,-2,-2,55039,Fond du Lac County,5506,22540,1,-2,-2,-88.420638,43.777411,1,A,-2,-2,-2,1,1,1,1,-2,0
495183,Mariano Moreno Culinary Institute,Mariano Moreno Culinary Institute, ,2135 Coral Way,Miami,FL,33145-2627,Victoria Sade,CEO,3058580561,www.mmci.edu.com/,https://www.mmci.edu/en/site/financial-aid, , ,https://www.mmci.edu/en/site/tuttion-fees,https://www.mmci.edu/en/site/veterans, ,https://www.mmci.edu/en/site/vocational,275441020,25685646,1,4285500,2,-2,-2,12086,Miami-Dade County,1227,33100,1,370,-2,-80.228896,25.750902,1,N,-2,-2,-2,1,1,1,7,-2,0
203845,Marietta College,Marietta College, ,Irvine Bldg,Marietta,OH,45750,William Ruud,President,8003317896,www.marietta.edu/,www.marietta.edu/tuition-financial-aid,www.marietta.edu/future-students,https://www.marietta.edu/apply,www.shoppingsheet.com/Shopping/Landing/marietta,www.marietta.edu/veterans-yellowribbon-program, ,www.marietta.edu/academic-resource-center,314379584,74969924,1,307300,2,-2,-2,39167,Washington County,3906,31930,2,425,-2,-81.450045,39.41668,1,A,-2,-2,-2,1,1,1,1,-2,0
101648,Marion Military Institute,Marion Military Institute, ,1101 Washington St,Marion,AL,36756-3207,Col David J. Mollahan,President,8006641842,www.marionmilitary.edu/,marionmilitary.edu/admissions/financial-aid/,www.marionmilitary.edu/admissions/,marionmilitary.emasservices.com/Apply.aspx,marionmilitary.edu/calculator/,https://marionmilitary.edu/veterans-benefits/,marionmilitary.edu/about-mmi/consumer-info/,marionmilitary.edu/request-for-accomodations/,630288853,72092182,1,102600,1,101030,Alabama Community College System                                                ,1105,Perry County,107,-2,-2,-2,-2,-87.322041,32.623734,1,A,-2,-2,-2,1,1,1,1,-2,0
192800,Marion S Whelan School of Nursing of Geneva General Hospital,Marion S Whelan School of Nursing of Geneva General Hospital,MSWSPN  Geneva School of Practical Nursing,196 North St,Geneva,NY,14456-1651,Kathleen Mills,Director,3157874005,www.mswspn.com/,mswspn.com/financial-aid,mswspn.com/admissions/,https://gen.empower-xl.com/fusebox.cfm?fuseaction=NewApplication,mswspn.com/wp-content/uploads/2020/07/index.html, , ,mswspn.com/current-students/students-with-special-needs/,160743032,55960710,1,2160100,1,200580,Geneva General Hospital                                                         ,36069,Ontario County,3623,40380,1,464,-2,-76.988902,42.87766,1,A,-2,-2,-2,1,1,1,3,-2,0
203881,Marion Technical College,Marion Technical College, ,1467 Mount Vernon Ave,Marion,OH,43302-5694,Ryan McCall,President,7403894636,www.mtc.edu/, , , ,https://www.mtc.edu/wp-content/uploads/FinancialAid/netpricecalculator/npcalc.htm,https://www.mtc.edu/future-students/military-veteran-students/, ,www.mtc.edu/current-students/disability-services/,310798878,40815821,1,1073600,2,-2,-2,39101,Marion County,3904,32020,2,198,-2,-83.089156,40.577017,1,A,-2,-2,-2,1,1,1,1,-2,0
419226,Marion Technical College,Marion Technical College,MTC,1014 SW 7th Rd,Ocala,FL,34471-3172,Mr. Mike Kelly,Principal,3526717200,www.mariontc.edu/,www.mariontc.edu/,www.mariontc.edu/,www.mariontc.edu/,https://www.mariontc.edu/net-price-calculator/,www.mariontc.edu/, ,www.mariontc.edu/,596000734,78320868,1,3103900,1,112030,Florida State Board of Education                                                ,12083,Marion County,1203,36100,1,-2,-2,-82.147877,29.178271,1,A,-2,-2,-2,1,1,1,6,-2,0
192819,Marist College,Marist College, ,3399 North Rd,Poughkeepsie,NY,12601,Dennis Murray,President,8455753000,www.marist.edu/,www.marist.edu/admission-financial-aid,www.marist.edu/admission-financial-aid,www.marist.edu/admission/undergraduate/marist-online-application,https://marist.studentaidcalculator.com/survey.aspx,www.marist.edu/admission/military-veteran,www.marist.edu/offices/institutional-research/student-right-to-know,www.marist.edu/academics/academic-resources/accommodations-accessibility,141442493,20671178,1,276500,2,-2,-2,36027,Dutchess County,3618,39100,1,408,-2,-73.935484,41.720937,1,A,-2,-2,-2,1,1,1,1,-2,0
457642,Marketti Academy of Cosmetology,Marketti Academy of Cosmetology, ,4390 Dixie Hwy,Waterford,MI,48329,Tawny Marketti-Pearson,President,2486186394,www.marketticosmetology.com/,marketticosmetology.com/,marketticosmetology.com/,marketticosmetology.com/,marketticosmetology.com/, , ,marketticosmetology.com/,841720545,2652876,1,4159300,2,-2,-2,26125,Oakland County,2611,19820,1,220,-2,-83.374733,42.683352,1,A,-2,-2,-2,1,1,1,7,-2,0
239105,Marquette University,Marquette University, ,1250 W Wisconsin Avenue,Milwaukee,WI,53233,Dr. Michael Lovell,President,4142887710,www.marquette.edu/,www.marquette.edu/mucentral/financialaid/resources-applying-aid.shtml,www.marquette.edu/admissions,www.marquette.edu/explore/apply-today.php,https://tcc.noellevitz.com/Marquette University/Freshman-Students,www.marquette.edu/mucentral/registrar/vet_index.shtml,gomarquette.com/news/2011/1/20/Graduation_Success_Rate_Information.aspx,www.marquette.edu/disability-services/,390806251,6439962,1,386300,2,-2,-2,55079,Milwaukee County,5504,33340,1,376,-2,-87.927961,43.03903,1,A,-2,-2,-2,1,1,1,1,-2,0
198899,Mars Hill University,Mars Hill University, ,100 Athletic St,Mars Hill,NC,28754,Tony Floyd,President,8286894968,www.mhu.edu/,www.mhu.edu/future-students/traditional-undergraduate/financial-aid/,www.mhu.edu/future-students/admissions/,www.mhu.edu/future-students/traditional-undergraduate/apply-now/,https://www.mhu.edu/future-students/traditional-undergraduate/financial-aid/tuition-fees-financial-aid-traditional/,www.mhu.edu/future-students/traditional-undergraduate/veterans-benefits/,web3.ncaa.org/aprsearch/asrsearch,www.mhu.edu/campus-life/support-resources/disability-services/,560554207,74525809,1,294400,2,-2,-2,37115,Madison County,3711,11700,1,120,-2,-82.551827,35.82752,1,A,-2,-2,-2,1,1,1,1,-2,0
237525,Marshall University,Marshall University, ,1 John Marshall Dr,Huntington,WV,25755,Dr. Jerome A. Gilbert,President,3046963170,https://www.marshall.edu/,https://www.marshall.edu/sfa/,https://www.marshall.edu/admissions/,https://www.marshall.edu/admissions/apply/,https://marshall.studentaidcalculator.com/survey.aspx, ,https://www.marshall.edu/irp/student-right-to-know/,https://www.marshall.edu/disability/,556000789,363518432,1,381500,1,154080,West Virginia Higher Education Policy Commission                                ,54011,Cabell County,5403,26580,1,170,-2,-82.428964,38.422482,1,A,-2,-2,-2,1,1,1,1,-2,0
153922,Marshalltown Community College,Marshalltown Community College,Iowa Valley Community College District,3700 S Center St,Marshalltown,IA,50158,Robin Lilienthal,Provost,6417527106,https://mcc.iavalley.edu/,https://mcc.iavalley.edu/admissions/financial-aid/,https://mcc.iavalley.edu/admissions/,https://mcc.iavalley.edu/admissions/enrollment/apply/,https://mcc.iavalley.edu/admissions/financial-aid/costs/, ,https://mcc.iavalley.edu/about-mcc/student-right-to-know-information/,mcc.iavalley.edu/resources-for-students/academic-support-services/disability-services/,420926714,075835322|037923786,1,187500,1,119020,Iowa Valley Community College District                                          ,19127,Marshall County,1901,32260,2,-2,-2,-92.909411,42.00065,1,A,-2,-2,-2,1,1,1,1,-2,0
198905,Martin Community College,Martin Community College, ,1161 Kehukee Pk Rd,Williamston,NC,27892-9988,Wesley E. Beddard,President,2527921521,www.martincc.edu/, , , ,www.martincc.edu/,www.martincc.edu/, ,www.martincc.edu/,560895914,37161171,1,798800,1,137020,North Carolina Community College System                                         ,37117,Martin County,3701,-2,-2,-2,-2,-77.094913,35.836304,1,A,-2,-2,-2,1,1,1,1,-2,0
173452,Martin Luther College,Martin Luther College,MLC,1995 Luther Ct,New Ulm,MN,56073-3965,Rich Gurgel,President,5.07355E+12,www.mlc-wels.edu/,https://mlc-wels.edu/financial-aid,https://mlc-wels.edu/admissions/,https://mlc-wels.edu/admissions/apply/,https://www.mlc-wels.edu/static/netpricecalc/npcalc.htm,www.benefits.va.gov/gibill/get_started.asp,mlc-wels.edu/student-life/student-right-to-know-act/,https://mlc-wels.edu/student-life/students-with-disabilities/,410695520,123519873,1,236100,2,-2,-2,27015,Brown County,2701,35580,2,359,-2,-94.472326,44.30526,1,A,-2,-2,-2,1,1,1,1,-2,0
220701,Martin Methodist College,Martin Methodist College, ,433 West Madison Street,Pulaski,TN,38478-2799,Mark La Branche,President,9313639800,www.martinmethodist.edu/,www.martinmethodist.edu/admissions/financial-aid/,www.martinmethodist.edu/admissions,https://onlineapp.martinmethodist.edu/,https://www.martinmethodist.edu/admissions/financial-aid/calculator/,www.martinmethodist.edu/admissions/veterans-affairs,www.martinmethodist.edu/admissions/financial-aid/consumerism-info,www.martinmethodist.edu/admissions/financial-aid/consumerism-info,620483210,151055741,1,350400,2,-2,-2,47055,Giles County,4707,-2,-2,-2,-2,-87.035661,35.201019,1,A,-2,-2,-2,1,1,1,1,-2,0
151810,Martin University,Martin University, ,2186 North Sherman Drive,Indianapolis,IN,46218-0567,Dr. Sean Huddleston,President,3175433235,www.martin.edu/,www.martin.edu/financial-aid,www.martin.edu/admissions, ,https://www.martin.edu/net-calculator,www.martin.edu/military-veteran-students,www.martin.edu/student-right-to-know,www.martin.edu/success-ombudsman-disability,310970262,189479215,1,2140800,2,-2,-2,18097,Marion County,1807,26900,1,294,-2,-86.103953,39.798144,1,A,-2,-2,-2,1,1,1,1,-2,0
487977,Martinsburg College,Martinsburg College, ,341 Aikens Center,Martinsburg,WV,25404-6204,Paul Viboch,President,9176138499,www.martinsburgcollege.edu/,www.martinsburgcollege.edu/,www.martinsburgcollege.edu/,www.martinsburgcollege.edu/,https://martinsburgcollege.edu/consumer-information/net-price-calculator/,www.martinsburgcollege.edu/, ,https://martinsburgcollege.edu/consumer-information/services-students-disabilities/,205116189,802737549,1,4242900,2,-2,-2,54003,Berkeley County,5402,25180,1,548,-2,-77.959701,39.48705,1,A,-2,-2,-2,1,1,1,7,-2,0
232672,Mary Baldwin University,Mary Baldwin University,MBU,318 Prospect Street,Staunton,VA,24401,Pamela Fox,President,5408877019,https://www.marybaldwin.edu/,https://marybaldwin.edu/financial-aid/,https://marybaldwin.edu/admissions/,https://go.marybaldwin.edu/admissions/action/,https://marybaldwin.edu/financial-aid/net-price-calculator/,https://go.marybaldwin.edu/financial_aid/veterans-benefits/,marybaldwinathletics.com/landing/index,https://go.marybaldwin.edu/learning-skills/swd/,540506319,66029117,1,372300,2,-2,-2,51790,Staunton City,5106,44420,1,277,-2,-79.069273,38.153884,1,A,-2,-2,-2,1,1,1,4,-2,0
163815,Maryland Beauty Academy of Essex,Maryland Beauty Academy of Essex,Maryland Beauty Academy  Maryland Beauty Academy-Essex,7930 Eastern Ave  Suite 5,Baltimore,MD,21224,Justin Sisserman,Administrator,4435038630,www.baltimorestudio.com/,www.baltimorestudio.com/,www.baltimorestudio.com/,www.baltimorestudio.com/,baltimorestudio.com/04232015_NPCalc/npcalc.htm, , ,www.baltimorestudio.com/,521658588,623912714,1,2331000,2,-2,-2,24005,Baltimore County,2402,12580,1,548,-2,-76.509213,39.29844,1,A,-2,-2,-2,1,1,1,7,-2,0
163295,Maryland Institute College of Art,Maryland Institute College of Art,MICA,1300 Mount Royal Avenue,Baltimore,MD,21217-4134,Samuel Hoi,President,4106699200,www.mica.edu/,www.mica.edu/financial-aid,www.mica.edu/admissions,micaundergrad.slideroom.com/#/Login,https://www.mica.edu/financial-aid/undergraduate-financial-aid/new-students/net-price-calculator/,www.mica.edu/offices-divisions/office-of-enrollment-services/academic-resources-for-veterans/mica-va-resources/, ,www.mica.edu/Academic_Services_and_Libraries/Learning_Resource_Center.html,520591661,69388296,1,208000,2,-2,-2,24510,Baltimore City,2407,12580,1,548,-2,-76.621033,39.308792,1,A,-2,-2,-2,1,1,1,1,-2,0
118541,Marymount California University,Marymount California University, ,30800 Palos Verdes Drive East,Rancho Palos Verdes,CA,90275-6299,Dr. Brian Marcotte,President,3103775501,www.marymountcalifornia.edu/,www.marymountcalifornia.edu/financial-aid,www.marymountcalifornia.edu/admission,www.marymountcalifornia.edu/apply-online,www.marymountcalifornia.edu/admission/tuition-financial-aid/net-price-calculator/,www.marymountcalifornia.edu/veterans,https://www.marymountcalifornia.edu/about/consumer-information/,https://www.marymountcalifornia.edu/academics/academic-resources/disability-resources/,952113260,75293118,1,1047400,2,-2,-2,6037,Los Angeles County,633,31080,1,348,-2,-118.333371,33.734887,1,A,-2,-2,-2,1,1,1,1,-2,0
192864,Marymount Manhattan College,Marymount Manhattan College,MMC,221 E 71st St,New York,NY,10021-4597,Kerry Walk,President,2125170400,www.mmm.edu/,www.mmm.edu/admissions/financial-aid-scholarships.php,www.mmm.edu/admissions/,www.mmm.edu/admissions/apply-for-admission.php,https://www.mmm.edu/offices/center-for-student-services/net-price-calculator/index.php, , ,www.mmm.edu/offices/disability-services/,131628206,75244947,1,276900,2,-2,-2,36061,New York County,3612,35620,1,408,-2,-73.959767,40.768787,1,A,-2,-2,-2,1,1,1,1,-2,0
232706,Marymount University,Marymount University, ,2807 N Glebe Rd,Arlington,VA,22207-4299,Irma Becerra  Ph.D.,President,7035225600,https://www.marymount.edu/,https://www.marymount.edu/Admissions/Financial-Aid,https://www.marymount.edu/Admissions/Welcome,https://www.marymount.edu/Admissions/Welcome,https://marymount.studentaidcalculator.com/survey.aspx, , ,https://www.marymount.edu/Academics/Services-Resources/Student-Access-Services,540573801,40554214,1,372400,2,-2,-2,51013,Arlington County,5108,47900,1,548,-2,-77.128785,38.905562,1,A,-2,-2,-2,1,1,1,1,-2,0
220710,Maryville College,Maryville College, ,502 E Lamar Alexander Pkwy,Maryville,TN,37804-5907,Bryan F. Coker,President,8659818000,www.maryvillecollege.edu/,www.maryvillecollege.edu/admissions/finaid/,maryvillecollege.edu/admissions,www.maryvillecollege.edu/admissions/apply/,www.maryvillecollege.edu/admissions/finaid/net-price-calculator/,www.maryvillecollege.edu/campus-life/student-services/veterans/,www.maryvillecollege.edu/about/inside/consumer-information/,www.maryvillecollege.edu/academics/resources/support-center/disability-services/,620475691,74908815,1,350500,2,-2,-2,47009,Blount County,4702,28940,1,315,-2,-83.964223,35.751505,1,A,-2,-2,-2,1,1,1,1,-2,0
178059,Maryville University of Saint Louis,Maryville University of Saint Louis, ,650 Maryville University Drive,Saint Louis,MO,63141-7299,Dr. Mark Lombardi,President,8006279855,www.maryville.edu/,www.maryville.edu/admissions/finaid/,https://www.maryville.edu/admissions,https://www.maryville.edu/admissions/apply/,www.maryville.edu/admissions-finaid-worksheets.htm,www.maryville.edu/admissions/veterans-and-military-information/,www.maryville.edu/admissions/financial-aid/consumer-information/,www.maryville.edu/fye/accommodations/,430653369,71962146,1,248200,2,-2,-2,29189,St. Louis County,2902,41180,1,476,-2,-90.505998,38.644774,1,A,-2,-2,-2,1,1,1,1,-2,0
213826,Marywood University,Marywood University,Marywood,2300 Adams Ave,Scranton,PA,18509-1598,Sister Mary Persico  I.H.M.  Ed. D.,President,5703486211,www.marywood.edu/,www.marywood.edu/fin_aid/,www.marywood.edu/admissions/,www.marywood.edu/admissions/applying/,www.marywood.edu/admissions/calc.html,www.marywood.edu/veterans/enroll-benefits.html, ,www.marywood.edu/success/disability-services/,240795453,79186920,1,329600,2,-2,-2,42069,Lackawanna County,4208,42540,1,-2,-2,-75.634142,41.434587,1,A,-2,-2,-2,1,1,1,1,-2,0
496061,Mason Anthony School of Cosmetology Arts & Sciences,Mason Anthony School of Cosmetology Arts & Sciences, ,5405 Roberts Road,Hilliard,OH,43026-8252,Larissa Catapano,CEO,6147101025,https://www.masonanthony.com/,https://www.masonanthony.com/,https://www.masonanthony.com/,https://www.masonanthony.com/,https://www.masonanthony.com/Net-Price-Calculator.html, , ,https://www.masonanthony.com/,823854949,70383479,8,4292800,2,-2,-2,39049,Franklin County,3903,18140,1,198,-2,-83.151152,40.00274,1,N,-2,-2,-2,1,1,1,7,-2,0
166647,Massachusetts Bay Community College,Massachusetts Bay Community College,MassBay Community College,50 Oakland St,Wellesley Hills,MA,02481-5399,David Podell  PhD,President,7812393000,https://www.massbay.edu/,https://www.massbay.edu/financialaid,https://www.massbay.edu/admissions,https://www.massbay.edu/admissions,https://mbccweb.massbay.edu/netpricecalculator/,https://www.massbay.edu/veterans, ,https://www.massbay.edu/facilities/accessibility,46002284,806019121|878893502,1,217100,1,125010,Massachusetts Community Colleges                                                ,25021,Norfolk County,2504,14460,1,148,71650,-71.263821,42.312292,1,A,-2,-2,-2,1,1,1,1,-2,0
166674,Massachusetts College of Art and Design,Massachusetts College of Art and Design, ,621 Huntington Ave,Boston,MA,02115-5882,Kymberly Pinder,Acting President,6178797000,www.massart.edu/,massart.edu/Admissions/Financial_Aid.html,massart.edu/Admissions.html,www.massart.edu/Admissions/Undergraduate_Students.html,massart.edu/net-price-calculator,www.massart.edu/admissions/financial_aid/undergraduate_financial_aid/waivers.html, ,massart.edu/student-accessibility-services,46002284, ,1,218000,2,-2,-2,25025,Suffolk County,2507,14460,1,148,71650,-71.099275,42.336862,1,A,-2,-2,-2,1,1,1,1,-2,0
167288,Massachusetts College of Liberal Arts,Massachusetts College of Liberal Arts,MCLA,375 Church Street,North Adams,MA,01247-4100,James F. Birge,President,4136625000,https://www.mcla.edu/,https://www.mcla.edu/admission-aid/paying-for-college/financial-aid/index.php,https://www.mcla.edu/admission-aid/index.php,https://www.mcla.edu/admission-aid/undergraduate-admission/index.php,https://tcc.ruffalonl.com/Massachusetts College of Liberal Arts/Freshman-Students,https://www.mcla.edu/student-services/veteraninformation/index.php, ,https://www.mcla.edu/student-services/disability-resources/index.php,46002284,878043553,1,218700,2,-2,-2,25003,Berkshire County,2501,38340,1,-2,76150,-73.102817,42.691361,1,A,-2,-2,-2,1,1,1,1,-2,0
166683,Massachusetts Institute of Technology,Massachusetts Institute of Technology,MIT  M.I.T.,77 Massachusetts Avenue,Cambridge,MA,02139-4307,L. Rafael Reif,President,6172531000,web.mit.edu/,https://sfs.mit.edu/,https://mitadmissions.org/,my.mit.edu/,https://sfs.mit.edu/undergraduate-students/our-approach-to-aid/net-price-calculator/,https://sfs.mit.edu/undergraduate-students/types-of-aid/veterans-benefits/, ,studentlife.mit.edu/das,42103594,1425594,1,217800,2,-2,-2,25017,Middlesex County,2507,14460,1,148,71650,-71.093226,42.359243,1,A,-2,-2,-2,1,1,1,4,-2,0
166692,Massachusetts Maritime Academy,Massachusetts Maritime Academy, ,101 Academy Dr,Buzzards Bay,MA,02532-1803,Francis X. McDonald,President,5088305000,https://www.maritime.edu/,https://www.maritime.edu/student-financial-services,https://www.maritime.edu/admissions,https://maritime.elluciancrmrecruit.com/Apply,https://www.maritime.edu/netprice/,https://www.maritime.edu/veteran-students, ,https://www.maritime.edu/ada,43009174,879399764,1,218100,2,-2,-2,25001,Barnstable County,2509,12700,1,148,70900,-70.624084,41.739072,1,A,-2,-2,-2,1,1,1,1,-2,0
166805,Massachusetts School of Barbering,Massachusetts School of Barbering, ,58 Ross Way,Quincy,MA,2169,Alan Conragan,Director,6177704444,massschoolofbarbering.com/,massschoolofbarbering.com/,massschoolofbarbering.com/,massschoolofbarbering.com/,massschoolofbarbering.com/npcalc.htm,massschoolofbarbering.com/, ,massschoolofbarbering.com/,42040254,79525234,1,2092100,2,-2,-2,25021,Norfolk County,2508,14460,1,148,71650,-71.001891,42.247457,1,A,-2,-2,-2,1,1,1,7,-2,0
490470,Massage Institute of Memphis,Massage Institute of Memphis, ,2076 Union Avenue  Suite 202,Memphis,TN,38104-4138,Julie           Wood,CEO,9017264665,www.themassageinstitute.com/, , , ,www.themassageinstitute.com/calculator/, , ,www.themassageinstitute.com/index.html,263922337,46105520,1,4246500,2,-2,-2,47157,Shelby County,4709,32820,1,368,-2,-89.992526,35.134871,1,A,-2,-2,-2,1,1,1,6,-2,0
